processed_text,label
hi sorri miss call pl call back,0
know mallika sherawat yesterday find lt url gt,0
tbspersolvo chase us sinc sept for38 definit pay thank inform ignor kath manchest,1
realli crash cuddl sofa,0
hello beauti r u ok kinda ad row wiv walk pub want night wiv u miss u,0
late kwish,0
em olowoyey uscedu great time argentina sad secretari everyth bless,0
whatev im pretti piss,0
oh ok wat ur email,0
hello littl parti anim thought buzz friend grin remind love send naughti ador kiss,0
actual sleep still might u call back text gr8 rock si send u text wen wake,0
wat make peopl dearer de happi dat u feel u meet de pain u feel u miss dem,0
r stayin extra week back next wed rugbi weekend hi c u soon,0
thank keep mind,0
guarante latest nokia phone 40gb ipod mp3 player 500 prize txt word collect 83355 ibhltd ldnw15h 150pmtmsgrcvd18,1
lol wo nt feel bad use money take steak dinner,0
wait call,0
ye nigh cant aha,0
hmm bad news hype park plaza 700 studio taken left 2 bedrm 900,0
think ask gym excus lazi peopl jog,0
excel spent lt gt year air forc iraq afghanistan stabl honest like travel,0
ye finish watch day live love,0
bruv hope great break reward semest,0
sweetheart hope kind day one load reason smile biola,0
engalnd telli decid wo nt let watch mia elliot kiss damn,0
ok u take shop u get paid,0
nt joke serious told,0
tmobil custom may claim free camera phone upgrad pay go sim card loyalti call 0845 021 3680offer end 28thfebt c appli,1
hope arnt piss id would realli like see tomorrow love xxxxxxxxxxxxxx,0
aiya discuss later lar pick 4,0
urgent 2nd attempt contact u 900 prize yesterday still await collect claim call 09061702893 acl03530150pm,1
photoshop make comput shut,0
watev relat u built di world thing remain atlast iz lonlin lotz n lot memori feel,0
dear sir salam alaikkumprid pleasur meet today tea shopw pleas send contact number qatarrakhesh indianpl save numberrespect regard,0
pleas give 2 pick tuesday even 8 ok,0
cant u tri new invent fli joke,0
messag great doctor india 1 drink appi fizz contain cancer caus age,0
said u mind go bedroom minut ok sed sexi mood came 5 minut latr wid cake n wife,0
brother geniu,0
hey u still gym,0
u town alon,0
waaaat lololo ok next time,0
noth much chillin home super bowl plan,0
exact intent,0
aiyah sorri lor watch tv watch forgot 2 check phone,0
pl dont forget studi,0
carlo took leav minut,0
hello r u im bore inev thought id get bore tv tell someth excit happen anyth,0
say bold torch later one torch 2bold,0
tell pa pain de,0
still play gautham,0
block breaker come delux format new featur great graphic tmobil buy 5 repli get bbdelux take challeng,1
lord ring return king store repli lotr 2 june 4 chanc 2 win lotr soundtrack cd stdtxtrate repli stop end txt,1
fwiw reason around time smoke ga afford around someon tell appar happen somebodi want light,0
r still meet 4 dinner tonight,0
lost 4 pound sinc doc visit last week woot woot gon na celebr stuf face,0
go take babe,0
way,0
great church holla get,0
take care sleep wellyou need learn chang lifey need get convinc thati wait convers usget convinc timeyour famili mani sensesrespect overemphasiseor u role life,0
final match head toward draw predict,0
kk sister kid,0
r u yet wear blue shirt n black pant,0
give sec think think,0
dear shall mail tonitebusi street shall updat toniteth look okvarunnathu edukkukaye raksha ollubut good one real sens,0
dont know come ask question like dont mistak,0
cant wait see photo use,0
angri happen dear,0
borrow ur bag ok,0
tabl occupi wait tree,0
omg could snow tonit,0
ye repli mail go manag offic later plu bank later alsoor wednesday,0
thursday night yeah sure thing work,0
lt gt guess easi enough,0
thank send mental abil question,0
hope ur head nt hurt 2 much plough way pile iron stay chinki tonight come round like,0
friend u stay fb chat,0
pride almost lt gt year old nt takin money kid suppos deal stuff grownup stuff nt tell,0
offic na,0
alex know guy sell mid south tampa nt think could set like 8,0
time u get,0
helloooo wake sweet morn welcom enjoy day full joy gud mrng,0
k fyi x ride earli tomorrow morn crash place tonight,0
ok give 5 minut think see btw alibi cut hair whole time,0
good morn princess great day,0
bank granit issu strongbuy explos pick member 300 nasdaq symbol cdgt 500 per,1
good afternoon love good see word ym get tm smart move slave smile drink coffe await,0
wan na watch movi,0
rat hey u ever vote next theme,0
evo download flash jealou,0
becoz lt gt jan whn al post ofic holiday cn go fr post ofic got duffer,0
time n smile r two crucial thing life sometim time make us forget smile sometim someon smile make us forget time gud noon,0
oop 4 got bit,0
ok chines food way get fat pay lipo,0
hello news job make wait fifth week yeah im woozl weasel exet still home 3,0
want new video phone750 anytim network min 150 text five pound per week call 08000776320 repli deliveri tomorrow,1
plan yet go join compani jan 5 onlydon know happen,0
lol tri make day littl interest,0
u secret admir look 2 make contact ufind r reveal think ur specialcal 09058094565,1
alright set text man,0
dear deni word pleas,0
idk sit stop shop park lot right bawl eye feel like failur everyth nobodi want feel like fail,0
ok pop ask bout someth said around tonght wen girl come,0
k give sec break lt gt cstore,0
hungri buy food good lei mum n yun dun wan juz buy littl bit,0
wwwapplausestorecom monthlysubscript 50pmsg max6month csc web age16 2stop txt stop,1
hello got st andrewsboy long way cold keep post,0
thought could go dinner treat seem ok,0
bill 3 3365 that bad,0
one slice one breadstick lol,0
sorri troubl u buy 4d dad 1405 1680 1843 2 big 1 small sat n sun thanx,0
ur lectur,0
uncl timi help clear car,0
usf guess might well take 1 car,0
sorri hurt,0
18 day euro2004 kickoff u kept inform latest news result daili unsubscrib send get euro stop 83222,1
good morn im suffer fever dysentri abl come offic today,0
mobil numberpl sm ur mail idconvey regard achan ammarakheshqatar,0
aight grab someth eat text back mu,0
k k sm chat,0
send text skype later,0
thing r good thanx got exam march ive done revis fran still boyf ive got ta interviw 4 exet bit worri x,0
packag program well,0
hello babi get back mom set comput fill belli goe loverboy miss alreadi sigh,0
ye chat,0
tell friend plan valentin day lt url gt,0
mani peopl seem special first sight remain special till last sight maintain till life end sh ja,0
medic mission nigeria,0
go jurong point crazi avail bugi n great world la e buffet cine got amor wat,0
ya nowonion roast,0
oh unintent bad time great finger train play along give fifteen min warn,0
hmmm mayb tri e shoppin area one forgot e name hotel,0
ur rington servic chang 25 free credit go club4mobilescom choos content stop txt club stop 87070 150pwk club4 po box1146 mk45 2wt,1
yeah think,0
5 2 work time,0
upload mine facebook,0
piti mood suggest,0
ultim tor motiv tui achiev korli,0
anyway go shop co si done yet dun disturb u liao,0
sorri go home first daddi come fetch later,0
u know watchin lido,0
yo way could pick someth tonight,0
sppok ur mob halloween collect nokia logo pic messag plu free eeri tone txt card spook 8007,1
nutter cutter ctter cttergg cttargg ctargg ctagg ie,0
meant calcul lt gt unit lt gt school realli expens start practic accent import decid 4year dental school nmde exam,0
wan na laugh tri chitchat mobil logon txting word chat send 8883 cm po box 4217 london w1a 6zf 16 118pmsg rcvd,1
sexi sexi cum text im wet warm readi porn u fun msg free recd msg 150p inc vat 2 cancel text stop,1
aight sorri take ten year shower plan,0
midnight earliest,0
done hand nt know mega shop asda count celebr that,0
sorri call later ok bye,0
yo parent gettin cash good news pick downstem,0
free 1st week entri 2 textpod 4 chanc 2 win 40gb ipod 250 cash everi wk txt vpod 81303 ts cs wwwtextpodnet custcar 08712405020,1
make girl happi difficult make girl happi u need 1 friend 2 companion 3 lover 4 chef lt gt good listen lt gt organ lt gt good boyfriend lt gt clean lt gt sympathet lt gt athlet lt gt warm lt gt courag lt gt determin lt gt true lt gt depend lt gt intellig lt gt psychologist lt gt pest extermin lt gt psychiatrist lt gt healer lt gt stylist lt gt driver aaniy pudunga venaam,0
u wake alreadi wat u u pick us later rite take sq825 reach ard 7 smth 8 like dat u check e arriv time c ya soon,0
damn poor zac nt stand chanc,0
fine bitch later,0
find way nt includ detail,0
thanx yup come back sun finish dinner go back 2 hotel time fli tog 4 exactli mth today hope haf mani mth come,0
ill obey,0
realli hope work doesnt get stress gr8 day,0
hope settl new school year wishin gr8 day,0
yeah got list u joanna feel realli anti social,0
petey boy wherear friendsar thekingshead come canlov nic,0
day class class,0
wait yesterday,0
dont pack buy storelik cereal must pack food pack gari someth 9ja miss,0
tell tell one treat hi hi hi,0
xma iscom ur award either 500 cd gift voucher free entri 2 r 100 weekli draw txt music 87066 tnc wwwldewcom1win150ppmx3age16subscript,1
sm servic inclus text credit pl goto wwwcomuknet login unsubscrib stop extra charg help08700469649 po box420 ip4 5we,1
miss much despar record messag left day listen hear sound voic love,0
sorri dude dont know forgot even dan remind sorri hope guy fun,0
purchas stuff today mail po box number,0
eat old airport road 630 oredi got lot pple,0
also rememb bead nt come ever,0
hey cuti goe wale kinda ok like hill shit still avent kill,0
late said websit nt dont slipper,0
yeah think usual guy still pass last night get ahold anybodi let know throw,0
hi ct employe,0
sleep surf,0
yo around got car back,0
okay go sleep later,0
yeah probabl swing roommat finish girl,0
ye da plm ur offic,0
record indic u mayb entitl 5000 pound compens accid claim 4 free repli claim msg 2 stop txt stop,1
head dey swell oh thank make day,0
mm ask call radio,0
hello hello hi lou sorri took long 2 repli left mobil friend lancast got bak neway im sorri couldnt make ur bday 2 hun,0
phone weirdest auto correct,0
guarante 32000 award mayb even 1000 cash claim ur award call free 0800 18 legitimat efreefon number wat u think,1
ok take careumma,0
hard live 121 chat 60pmin choos girl connect live call 09094646899 cheap chat uk biggest live servic vu bcm1896wc1n3xx,1
account number,0
boy best get yo ass quick,0
yup paragon havent decid whether 2 cut yet hee,0
lol wtf random btw lunch break,0
wonder okor great month cherish guy wish well day mojibiola,0
geeeee internet realli bad today eh,0
call ok said call,0
comin fetch us oredi,0
hi jon pete ive bin 2 spain recent hav sum dinero left bill said u ur rent mayb interest hav 12000pe around 48 tb jame,0
wait 4 sch finish ard 5,0
alway yahoo messeng send messag ill get may send mobil mode sha ill get repli,0
think move lt gt week,0
princess like make love lt gt time per night hope that problem,0
merri christma babe love ya kiss,0
lol busi,0
hiya probabl come home weekend next,0
fujitsu seri lifebook good,0
lol would awesom payback,0
got new year co yetund said want surpris didnt see money return mid januari lt gt day return period end,0
pop lt gt ibuprofen help,0
ur luck love someon ur fortun love one love u miracl love person ca nt love anyon except u gud nyt,0
hello good week fanci drink someth later,0
septemb,0
nt respond imma assum still asleep imma start call n shit,0
text finish long time ago shower eryth,0
filthi stori girl wait,1
sorri grocer,0
guarante 1000 cash 2000 prizeto claim yr prize call custom servic repres,1
yeah fine 6 get ok,0
welp appar retir,0
oper lt gt,0
usual take fifteen fuck minut respond ye question,0
thank rington order ref number r836 mobil charg 450 tone arriv pleas call custom servic 09065069154,1
oic better quickli go bath n settl,0
hey nt forget mine possess properti mmm childish smile,0
hi u want join st later meet five call u class,0
alreadi squat new way walk,0
water log desert geoenvironment implic,0
ye sura sun tv lol,0
freez home yet rememb kiss mom morn love think miss yet,0
oh ok wait 4 lect havent finish,0
ya tell abt tht incid,0
otherwis part time job natuit,0
tel softwar name,0
anyth lar go home 4 dinner,0
think tantrum finish yeah point,0
doesnt make sens take unless free need know wikipediacom,0
hi di yiju meet 7 pm esaplanad tonight,0
height confid aeronaut professor wer calld amp wer askd 2 sit aeroplan aftr sat wer told dat plane ws made student dey hurri plane bt 1 didnt move said made student wont even start datz confid,0
check maili mail varma kept copi regard membershiptak careinsha allah,0
enjoy shower possess pour u ur love one bcoz world lie golden gift love truli,0
even u dont get troubl convinc tel twice tel neglect msg dont c read dont repli,0
look forward sex cuddl two sleep,0
excel thought misundrstud frnd knw u hate bt day wen u knw truth u hate urself gn,0
meet lunch la,0
marri local women look discreet action 5 real match instantli phone text match 69969 msg cost 150p 2 stop txt stop bcmsfwc1n3xx,1
oh howda gud gud math en samachara chikku,0
dun cut short leh u dun like ah fail quit sad,0
haiyoh mayb hamster jealou million,0
bloodi hell cant believ forgot surnam mr ill give u clue spanish begin,0
yup song bro creativ neva test qualiti said check review onlin,0
check room befor activ,0
pizza u want,0
oh god happi see messag 3 day,0
sure night menu know noon menu,0
hi di yiju would happi work wif gek1510,0
sm ac sptv new jersey devil detroit red wing play ice hockey correct incorrect end repli end sptv,1
neva tell noe home da aft wat,0
next month get upto 50 call 4 ur standard network charg 2 activ call 9061100010 c wire3net 1st4term pobox84 m26 3uz cost 150 min mobcudb,1
bugi oso near wat,0
spoil bed well,0
k k good go,0
free 1st week no1 nokia tone 4 ur mob everi week txt nokia 87077 get txting tell ur mate zed pobox 36504 w45wq norm150pton 16,1
total disappoint text craziest shit got,0
nah straight bring bud drink someth actual littl use straight cash,0
u mean u almost done done wif sleep tot u go take nap yup send liao pick ard 4 smth lor,0
dont messag offer,0
mean get door,0
phoni 350 award today voda number end xxxx select receiv 350 award match pleas call 08712300220 quot claim code 3100 standard rate app,1
lt gt min stop somewher first,0
ask 3mobil 0870 chatlin inclu free min india cust serv sed ye l8er got mega bill 3 dont giv shit bailiff due day 250 3 want 800,1
live next lt gt min,0
ask anthoni dad bf,0
class get text,0
eat jap done oso aft ur lect wat got lect 12 rite,0
gon na get rimac access,0
schedul next week town weekend,0
fair enough anyth go,0
yeah would nt leav hour least 4 sound,0
oic saw tot din c found group liao,0
wherr boytoy,0
ok wif co like 2 tri new thing scare u dun like mah co u said loud,0
lol ok forgiven,0
horribl u eat mac eat u forgot abt alreadi rite u take long 2 repli thk toot b4 b prepar wat shall eat,0
oop thk dun haf enuff go check tell,0
well desper call armand,0
way send shade stuff wonder,0
nt frnd neces life imagin urself witout frnd hw u feel ur colleg wat u wth ur cell wat abt function thnk abt event esp care miss amp irrit u 4wrd dearlov frnd wthout u cant live jst takecar goodmorn,0
friend want drive em someplac probabl take,0
pl stop bootydeli 32f invit friend repli yes434 no434 see wwwsmsacubootydeli stop send stop frnd 62468,1
wish,0
1000 cash 2000 prize claim call09050000327,1
hmmmstill dont open,0
send content page,0
r u sure understand wine good idea slurp,0
free entri 2 weekli comp chanc win ipod txt pod 80182 get entri std txt rate c appli 08452810073 detail 18,1
wot u 2 j,0
want wish happi new year want talk legal advic gari split person make trip ptbo hope everyth good babe love ya,0
save stress person dorm account send account detail money sent,0
ho ho big belli laugh see ya tomo,0
oh yah never cancel leh haha,0
contract mobil 11 mnth latest motorola nokia etc free doubl min text orang tariff text ye callback remov record,1
pl dont play other life,0
make cri stuff happen top everyth els push edg nt underdtand often cri sorri sorri life,0
hi darlin youphon im athom youwanna chat,0
1 nt number 2 gon na massiv pain ass rather get involv possibl,0
44 7732584351 want new nokia 3510i colour phone deliveredtomorrow 300 free minut mobil 100 free text free camcord repli call 08000930705,1
get readi moan scream,0
ask g iouri told stori like ten time alreadi,0
hmmm imagin come home rub feet make dinner help get readi date sure readi kind life,0
free rington wait collect simpli text password mix 85069 verifi get usher britney fml po box 5249 mk17 92h 450ppw 16,1
privat 2003 account statement 07973788240 show 800 unredeem point call 08715203649 identifi code 40533 expir 311004,1
aight close still around alex place,0
ye gauti sehwag odi seri,0
ye said,0
fran decid 2 go n e way im complet broke knacker got bout 3 c u 2mrw love janx ps dad fone credit,0
work go min,0
old orchard near univ,0
dear voucher holder claim week offer pc pleas go http wwwwtlpcouktext ts cs appli,1
lol nt know awesom phone could click delet right want,0
hello boytoy geeee miss today like send tm remind think love love kiss,0
dear 0776xxxxxxx u invit xchat final attempt contact u txt chat 86688 150pmsgrcvdhgsuite3422landsroww1j6hl ldn 18yr,1
urgent tri contact u today draw show 800 prize guarante call 09050000460 land line claim j89 po box245c2150pm,1
yo come carlo soon,0
sent de webadr gete salari slip,0
oh shut omg yesterday dream 2 kid boy piss kid boy even told mark dream chang diaper caus get owe face,0
lmao fish memori need,0
kalli dismissi 2nd test,0
money issu weigh thank breath easier ill make sure dont regret thank,0
dont know jabo abi,0
dont gim lip caveboy,0
abl anyth,0
gon na home soon nt want talk stuff anymor tonight k cri enough today,0
januari male sale hot gay chat cheaper call 08709222922 nation rate 15pmin cheap 78pmin peak stop text call 08712460324 10pmin,1
3 pa select,0
well imma definit need restock thanksgiv let know,0
come,0
know anthoni bring money school fee pay rent stuff like that need help friend need,0
life face choic toss coin becoz settl question coin air u know heart hope gudni8,0
u 2,0
number u live 11,0
ye think offic lap room think that last day didnt shut,0
hi darlin hope nice night wish come cant wait see love fran ps want dirti anal sex want 10 man gang bang,0
stop old man get build snowman snow angel snowbal fight,0
thanx lot,0
ha must walk everywher take tram cousin said walk vic market hotel,0
free msg bill mobil number mistak shortcod 83332pleas call 08081263000 charg refundedthi call free bt landlin,1
baaaaab misss youuuuu go teach class 5,0
aiyo lesson earli still sleepin haha oki u go home liao den confirm w lor,0
today voda number end 5226 select receiv 350 award hava match pleas call 08712300220 quot claim code 1131 standard rate app,1
anyth lor,0
k take care,0
review keep fantast nokia ngage game deck club nokia go 2 wwwcnupdatescomnewslett unsubscrib alert repli word,1
83039 62735450 uk break accommodationvouch term condit appli 2 claim mustprovid claim number 15541,1
also chat awesom nt make regular unless see person,0
hey charl sorri late repli,0
freemsg award free mini digit camera repli snap collect prize quizclub opt stop 80122300pwk sp rwm ph08704050406,1
haha yeah 2 oz kind shitload,0
urgent pleas call 09066612661 landlin complimentari 4 lux costa del sol holiday 1000 cash await collect ppm 150 sae cs jame 28 eh74rr,1
u want xma 100 free text messag new video phone half price line rental call free 0800 0721072 find,1
work technic support voic processnetwork field,0
urgent import inform o2 user today lucki day 2 find log onto http wwwurawinnercom fantast surpris await,1
congratul thank good friend u 2000 xma prize 2 claim easi call 08712103738 10p per minut btnationalr,1
ask sen come chennai search job,0
nt get second half messag,0
babe lost tri reboot,0
wait still clear sure sarcast x nt want live us,0
finish work yet,0
good weekend,0
ok lor ned 2 go toa payoh 4 2 return smth u wan 2 send wat,0
cold dont sad dear,0
hey congrat 2u2 id luv 2 ive 2 go home,0
short cute good person dont tri prove gud mrng,0
die want u stuff,0
career tel ad u contact indyarockscom send free sm remov phonebook sm lt gt,0
much pay suganya,0
chang e one next escal,0
noooooooo pleas last thing need stress life fair,0
confirm eat esplanad,0
yesmum lookin strong,0
join uk horniest dog servic u sex 2nite sign follow instruct txt entri 69888 nytec2a3lpmsg 150p,1
sister go earn da,0
oh grand bit parti nt mention cover charg probabl first come first serv,0
good morn dear great amp success day,0
warner villag 83118 c colin farrel swat wkend warner villag get 1 free med popcorn show msgticket kioskvalid 4712 c c kiosk repli soni 4 mre film offer,1
cool breez bright sun fresh flower twitter bird wait wish u goodmorn amp nice day,0
sri ca nt talk phone parent,0
ok ask money far,0
yo carlo friend alreadi ask work weekend,0
howz pain hope u r fine,0
call get chanc plz lt 3,0
kk apo kgood movi,0
hellohow u u 2 u b move flat co need arrang pick lamp etc take care hello carolin,0
wat da model num ur phone,0
u today,0
night sweet sleep well see exorc emili rose may never sleep hug snog,0
night end anoth day morn come special way may smile like sunni ray leav worri blue blue bay,0
well done luv ya,0
text82228 get rington logo game wwwtxt82228com question info txt82228couk,1
beauti sleep help ur pimpl,0
look addi goe back monday suck,0
lol realli need rememb eat drink appreci keep compani night babe smile,0
eye philosophi,0
one good partnership go take lead,0
1 new messag pleas call 08718738034,1
arngd marriag u r walkin unfortuntli snake bite u bt love marriag danc frnt snake amp sayin bite bite,0
lay man let know miss thought great day send bimbo ugo number ill appreci safe,0
dont show far put new pictur facebook,0
ditto wo nt worri say anyth anymor like said last night whatev want peac,0
ok prob,0
still otsid le u come 2morrow maga,0
yar lor actual quit fast co da ge slow wat haha,0
pleas dont say like hi hi hi,0
win urgent mobil number award 2000 prize guarante call 09061790121 land line claim 3030 valid 12hr 150ppm,1
httptm widelivecomindex wml id820554ad0a1705572711 firsttruec c rington,1
armand say get ass epsilon,0
sunshin hol claim ur med holiday send stamp self address envelop drink us uk po box 113 bray wicklow eir quiz start saturday unsub stop,1
dear friend sorri late inform today birthday love arpraveesh detail log face book see number lt gt dont miss delici treat,0
tri neva mate,0
solihul want anyth,0
meant middl left right,0
ok need tell anyth go sleep good night,0
mmmmmm love much ahmad ca nt wait year begin everi second take closer side happi new year love,0
heard u4 call 4 rude chat privat line 01223585334 cum wan 2c pic gettin shag text pix 8552 2end send stop 8552 sam xxx,1
aight lem know,0
hello darl today would love chat dont tell look like sexi,1
haha yup hope lose kg mon hip hop go orchard weigh,0
carlo take sweet time usual let know patti donew smoke tell haul ass,0
call dad oredi,0
delhi chennai still silent,0
ju an lar u noe later,0
yeh indian nice tho kane bit shud go 4 drink sometim soon mite hav 2 go 2 da work 4 laugh soon love pete x x,0
plz note anyon call mobil co amp ask u type lt gt lt gt disconnect call coz iz attempt terrorist make use sim card itz confirmd nokia n motorola n verifi cnn ibn,0
dun need pick ur gf,0
told tell stupid hear wont tell anyth dad call brother spoken,0
ur balanc 500 ur next question sang uptown girl 80 2 answer txt ur answer 83600 good luck,1
sorri man stash ran dri last night ca nt pick sunday,0
collect ur laptop go configur da set izzit,0
got part nottingham 3 hr 63mile good thing love man much 40mph hey ho,0
k make sens btw carlo difficult guy gon na smoke go pick second batch get ga,0
tell shola pleas go colleg medicin visit academ depart tell academ secretari current situat ask transfer ask someon check sagamu thing lautech vital complet medic educ nigeria less expens much less expens unless get citizen rate new zealand,0
go join tomorrow,0
urgent call 09061749602 landlin complimentari 4 tenerif holiday 10000 cash await collect sae cs box 528 hp20 1yf 150ppm 18,1
ca nt describ lucki actual awak noon,0
futur plan tomorrow result today best present enjoy futur,0
probabl earlier station think,0
happi birthday dearwith lot loverakhesh nri,0
pock,0
found enc lt gt,0
k still love,0
word checkmat chess come persian phrase shah maat mean king dead goodmorn good day,0
urgent ur award complimentari trip eurodisinc trav aco entry41 1000 claim txt di 87121 186 150 morefrmmob shracomorsglsuplt 10 ls1 3aj,1
sm ac jsco energi high u may know 2channel 2day ur leadership skill r strong psychic repli an wquestion end repli end jsco,1
jolli good way give u ticket sat eve 730 speak x,0
still chanc search hard get let tri,0
yeah confirm stay weekend,0
ju finish watch tv u,0
go 4 dinner soon,0
hi mate rv u hav nice hol messag 3 say hello coz havent sent u 1 age start drive stay road rvx,0
date two start sent text talk sport radio last week connect think coincid,1
worri finish march ish,0
xclusiv clubsaisai 2morow 285 soire special zouk nichol parisfre rose 2 ladi info 0794674629107880867867,1
aiyah ok wat long got improv alreadi wat,0
wat late still earli mah juz go 4 dinner lor aiya dunno,0
gal n boy walk park galcan hold ur hand boyi u think would run away galno jst wana c feel walk heaven princ gn,0
lol alway convinc,0
join lt gt bu,0
sent lt gt buck,0
ok take ur time n enjoy ur dinner,0
gent tri contact last weekend draw show 1000 prize guarante call 09064012160 claim code k52 valid 12hr 150ppm,1
give someth drink take nt vomit temp might drop unmit howev let know,0
yo howz u girl never rang india l,0
hiya u pay money account thank got pleasant surpris check balanc u c nt get statement 4 acc,0
haha dont angri take practic real thing,0
oh gei happend tron mayb ill dl 3d,0
sorri sent blank msg yup tri 2 seriou studi,0
whatev juliana whatev want,0
yeah imagin would realli gentl unlik doc treat patient like turkey,0
stay town,0
good morn princess happi new year,0
nt forgotten might coupl buck send tomorrow k love ya,0
beauti truth graviti read care heart feel light someon feel heavi someon leav goodmorn,0
1 cbe 2 chennai,0
gon na let know co come bak holiday day come dont4get2text number,0
r home come within 5 min,0
mum sent mani mani messag sinc got want know actual get enjoy rest day,0
say happen,0
nt want leav bare stay sane fight constantli nt help,0
reach alreadi,0
hi mobil lt gt ad contact list wwwfullonsmscom great place send free sm peopl visit fullonsmscom,0
nvm go wear sport shoe anyway go late leh,0
babi promis treat well bet take good care,0
monthli password wap mobsicom 391784 use wap phone pc,1
dunno lei neva say,0
laptop take,0
want new video phone 750 anytim network min half price line rental free text 3 month repli call 08000930705 free deliveri,1
free day finish 6 mon n thur,0
lei,0
den weekday got special price haiz cant eat liao cut nail oso muz wait finish drivin wat lunch still muz eat wat,0
yar lor wan 2 go c hors race today mah eat earlier lor ate chicken rice u,0
chang window logoff sound,0
ok leav need ask,0
hmm yeah groov im look forward pound special,0
u come back 4 dinner rite dad ask confirm wif u,0
oh yeah diet flew window,0
kent vale lor wait 4 ar,0
haf u found feel stupid da v cam work,0
men alway need beauti intellig care love adjust cooper wife law allow one wife,0
splashmobil choos 1000 gr8 tone wk subscrit servic weekli tone cost 300p u one credit kick back enjoy,1
dear reach room,0
hahaha use brain dear,0
winner u special select 2 receiv 1000 cash 4 holiday flight inc speak live oper 2 claim 0871277810810,1
wat time liao still got,0
love night xxx,0
yup comin,0
cool fun practic make babi,0
hi hope u get txtjourney hasnt gd 50 min late think,0
luck2 catch put,0
realli good see day dudett miss,0
anyth valuabl 2 situat first get second loos,0
guy flash go call call madam take care oh,0
chinatown got porridg claypot rice yam cake fishhead beehoon either eat cheap den go cafe n tok go nydc somethin,0
way put skip right outsid front hous see hous pull,0
go 2 orchard lareadi reach soon u reach,0
tri find chines food place around,0
okay lor wah like def wont let us go haha say term condit,0
09066362231 urgent mobil 07xxxxxxxxx 2000 bonu caller prize 020603 2nd attempt reach call 09066362231 asap,1
yo sorri shower sup,0
well offici philosoph hole u wan na call home readi save,0
hi mandi sullivan call hotmix fm chosen receiv 500000 easter prize draw pleas telephon 09041940223 claim 290305 prize transfer someon els,1
ye possibl dint tri pl dont tell one k,0
stop call everyon say might cancer throat hurt talk ca nt answer everyon call get one call babysit monday,0
hello site download song urgent pl,0
think mentor 100 percent sure,0
cthen thk shd b enuff still got conclus n content pg n refer b da content pg n cover pg,0
txting drive,0
sir wait call,0
good thing get connect bw,0
duck chinchilla,0
shop till u drop either 10k 5k 500 cash 100 travel voucher call 09064011000 ntt po box cr01327bt fixedlin cost 150ppm mobil vari,1
that cool day,0
audri lousi autocorrect,0
wow healthi old airport rd lor cant thk anyth els b bath dog later,0
u better go sleep dun disturb u liao u wake msg lor,0
u get pic msg phone,0
great comedi cant stop laugh da,0
exwif abl kid want kid one day,0
da intro cover energi trend n pro n con brief descript nuclear fusion n oso brief histori iter n jet got abt 7 n half page,0
gumbi special lt gt chees pizza 2 know doin tonight,0
haha mayb u rite u know well da feel like someon gd lor u faster go find one gal group attach liao,0
want mapquest someth look usf dogwood drive tini street park lot,0
u miss u havent 2 much bit bore holiday want 2 go bak 2 colleg sad isnt xx,0
go noth greatby,0
network technic support associ,0
liter bed like lt gt hour,0
apart one told yesterday,0
when radio show,0
yeah prob last night obvious catch speak soon,0
2marrow wed lt gt 2 aha,0
today iz yellow rose day u love frndship give 1 misscal amp send ur frndz amp see mani miss call u get u get 6miss u marri ur lover,0
da vijay go talk jaya tv,0
lem know swing pick free basic time 1 semest,0
home ard wat time u reach,0
nah dub je still buff,0
onlin transact,0
mm ask come enough,0
nope juz work,0
cool come like lt gt ish,0
smsservic yourinclus text credit pl goto wwwcomuknet login 3qxj9 unsubscrib stop extra charg help 08702840625comuk 220cm2 9ae,1
want talk,0
told everyth stop dont let get dehydr,0
sick needi want pout stomp feet pout stomp feet want slave want,0
lara said loan lt gt,0
nah wednesday bring mini cheeto bag,0
sorri flake last night shit serious goin roommat tonight,0
buy blackberri bold 2 torch buy new use let know plu say buy lt gt g wifi ipad say lt gt g,0
sure yet still tri get hold,0
number sir,0
urgent urgent 800 free flight europ give away call b4 10th sept take friend 4 free call claim 09050000555 ba128nnfwfly150ppm,1
need get,0
id onluy matter get offcampu,0
telli brdget jone,0
pain urin thing els,0
boat still mom check yo half nake,0
give time walk,0
frnd juz word mere relationship silent promis say wherevr whenevr forevr gudnyt dear,0
sorri miss call let talk time 07090201529,1
final readi fyi,0
expect whenev text hope goe well tomo,0
eat fo lunch senor,0
alreadi sabarish ask go,0
dear reach railway happen,0
forgot 2 ask smth card da present lei want 2 write smth sign,0
free unlimit hardcor porn direct 2 mobil txt porn 69200 get free access 24 hr chrgd 50p per day txt stop 2exit msg free,1
wat,0
know didt msg recent,0
ee msg na poortiyagi odalebeku hanumanji 7 name 1hanuman 2bajarangabali 3maruti 4pavanaputra 5sankatmochan 6ramaduth 7mahav ee 7 name lt gt janarig ivatt kalisidar next saturday olag ondu good news keluviri maretar ind 1 dodda problum nalli siguviri idu matra lt gt true nt neglet,0
hi durban still number,0
ok ill tell compani,0
well still bit left guy want tonight,0
ca nt give everyth want need actual could better yor got money ca nt get work ca nt get man ca nt pay rent ca nt even fill fuck ga tank ye stress depress nt even call home thanksgiv cuz tell noth,0
movi collect car oredi,0
get worri derek taylor alreadi assum worst,0
send greet joy happi gr8 even,0
got divorc lol she,0
